Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000110934.6,1144.7816054910297,-3.4968723964974866,0.22065297786678623,-15.847836862680532,1.4550372195815444e-56,1.56588808144177e-53
ENSG00000211899.3,4161.372989806113,-3.800028463298595,0.2407589488758624,-15.783539847808212,4.0388764865748305e-56,4.235124459448146e-53
ENSG00000186074.14,47.95958747325021,-3.975553321828436,0.254747771968806,-15.605841382256504,6.642816882530084e-55,6.791449910276694e-52
ENSG00000100314.3,109.4564464374552,2.0784423048806713,0.13332463777009812,15.58933397190014,8.602575950070172e-55,8.580544962880968e-52
ENSG00000235123.1,64.5700279408568,4.222727121434568,0.2709075816017735,15.58733460491282,8.876041799591779e-55,8.642517366531089e-52
ENSG00000163359.11,36354.34315536263,-3.583282841113439,0.23156376285426758,-15.474281454687466,5.174783824968565e-54,4.921460105164871e-51
ENSG00000107447.4,317.208322219295,-3.7204290793010983,0.24065149030051644,-15.459821481492458,6.477780566285097e-54,6.020655369505205e-51
ENSG00000240505.4,212.52459854427633,-3.745533573740155,0.24437644133440872,-15.326901207365998,5.055345674329574e-53,4.594185807815732e-50
ENSG00000136750.7,21.892864894488014,3.2972976518331336,0.21530643002529168,15.314441149973113,6.123593959626378e-53,5.4440081517156675e-50
ENSG00000077498.8,418.7989764084587,3.704312433820969,0.2439541755766034,15.18446005306348,4.482389717656722e-52,3.900155904331312e-49
ENSG00000108405.3,550.8784519323702,-3.3455074715563105,0.22100506621316784,-15.13769584055345,9.135888199242625e-52,7.783586414750565e-49
ENSG00000128322.6,327.04763341032066,-3.8871157878494618,0.257522786994816,-15.094259553535005,1.7665989237028584e-51,1.4743890405067018e-48
ENSG00000116748.15,48.11848472855753,-3.507621782561181,0.2333192120355164,-15.033574612052277,4.4247017139981054e-51,3.61896353187905e-48
ENSG00000158578.14,35.27996451600644,-2.790395204044199,0.1859466339397459,-15.006430312411023,6.663879666632427e-51,5.343516842488884e-48
ENSG00000122025.10,324.2153389269342,-3.4306691822939395,0.22946043001373712,-14.951027425898904,1.5336462730712245e-50,1.206124314177841e-47
ENSG00000186081.7,18214.0774312289,-3.4546009217590194,0.23315344841883268,-14.816855359365032,1.1399759562954807e-49,8.796097496736544e-47
ENSG00000110077.10,42.74501642628816,-3.7379917657816244,0.25277316393855326,-14.787929650199318,1.752623053193982e-49,1.3272874029697757e-46
ENSG00000196344.7,22.863549488480743,-4.016848088524325,0.2719549465645772,-14.770270367450376,2.2779730687848237e-49,1.6937765208719158e-46
ENSG00000010327.6,134.50852221147713,-2.448363070649246,0.16578934710901705,-14.767915510514023,2.3589654611207302e-49,1.7226766523666475e-46
ENSG00000184730.6,535.3549509737616,-2.678596956211159,0.1819882609570674,-14.71851504116006,4.9030894052257025e-49,3.5177516004685105e-46
ENSG00000172543.3,79.84067275327821,-2.2674036904513315,0.1540812174720215,-14.715639762277016,5.11600983266772e-49,3.607227967361145e-46
ENSG00000123307.3,21.672819204735042,3.2934239257153903,0.22416893508380642,14.691705273454286,7.285694441026176e-49,5.049974138402805e-46
ENSG00000179639.6,29.963078974596804,-4.252471547039797,0.2901563179784124,-14.655795113019668,1.2370003903177047e-48,8.431188493673756e-46
ENSG00000173762.3,194.41797016108188,-2.615663655086951,0.17939712059406177,-14.580298983759345,3.748713554135136e-48,2.5131744392845312e-45
ENSG00000133048.8,1013.6720154803756,-3.1263867139392185,0.21478177856603548,-14.556107761152557,5.341361790805422e-48,3.523145007015931e-45
ENSG00000179144.4,22.013509536699253,-4.385074987400344,0.3012860347990247,-14.554524541190379,5.4664678344515144e-48,3.548431779204677e-45
ENSG00000177511.5,257.58578020328724,3.760834622789984,0.2587674200730639,14.533648098853012,7.416324487776449e-48,4.73891546761903e-45
ENSG00000188175.5,385.4945507089106,3.346336170744183,0.23040015397091446,14.524018812793946,8.535573183307989e-48,5.37018869740585e-45
ENSG00000203710.6,47.025459319515896,-3.8809909590339693,0.2682106262849034,-14.469937350324944,1.876430020159274e-47,1.1626758435517198e-44
ENSG00000092067.5,40.820526595885184,-2.4185936280607736,0.1671863285354894,-14.466455775702784,1.973841299639664e-47,1.2047797007278218e-44
ENSG00000226145.3,253.68689896893815,-3.4920318259014187,0.24144903358239633,-14.462811360600192,2.0812033751471278e-47,1.2516295886270852e-44
ENSG00000137809.12,3597.979552622033,-3.245393356563151,0.22535799217542532,-14.401057292154258,5.095795512286783e-47,3.0201819923908403e-44
ENSG00000135406.9,217.27491318104887,2.4203246708248307,0.16918212882568942,14.306030356897349,2.0064393601472757e-46,1.172190537617469e-43
ENSG00000198851.5,90.26147538548507,-2.9920925353390055,0.210767036256492,-14.19620728403559,9.670650499421273e-46,5.570158481321591e-43
ENSG00000133317.10,48.64986281272906,-2.6043868818132183,0.18433551153909208,-14.12851414286989,2.5343531900299e-45,1.4394774125871216e-42
ENSG00000115665.4,9.193878569830925,3.6241524447581615,0.25675935554582624,14.114977181859008,3.071153370625262e-45,1.7204769464619188e-42
ENSG00000261418.1,15.129070748010546,-3.314436836950256,0.23528058753130673,-14.087166611266783,4.5547238925658566e-45,2.5171004538713607e-42
ENSG00000146216.7,263.66738939312404,2.366062379437957,0.16830694415282493,14.05801995483645,6.878390679422716e-45,3.750557157799893e-42
ENSG00000258227.2,26.929861558411343,-3.451989797735617,0.2472519879882588,-13.961423832513496,2.6802520961564843e-44,1.4422224930568346e-41
ENSG00000167768.4,47.22024256121016,-2.725847337193466,0.19572609192718768,-13.926847005188824,4.3514521364233357e-44,2.311073183364056e-41
ENSG00000239998.1,133.44005812980365,-3.8063077921394055,0.27347953774232153,-13.918071617211057,4.920000137817451e-44,2.579530841487752e-41
ENSG00000106819.7,37.104393823247264,-2.83003391199764,0.2039225656563348,-13.877983061310733,8.613370991926788e-44,4.458782363479064e-41
ENSG00000211898.3,475.35629463138906,-3.7509568323724287,0.2719495629235106,-13.792840084201332,2.81457177329356e-43,1.4387739083605017e-40
ENSG00000147206.12,213.652335316211,-2.910837631637228,0.21123975160144645,-13.779781549493624,3.3729125881367234e-43,1.702904448047547e-40
ENSG00000104918.4,11.304023530746854,-3.9694414539627956,0.2886601781137894,-13.751261015289916,5.004949041793092e-43,2.496065744684494e-40
ENSG00000124334.12,117.22090610995457,-2.6140500206371877,0.19018482299743752,-13.744787725108898,5.4733353256447645e-43,2.696771664364369e-40
ENSG00000267206.1,16.4315739660988,-3.103917092118944,0.22689055163098215,-13.680239524328877,1.3325303296234888e-42,6.487360455946734e-40
ENSG00000122223.8,80.63886740254726,-3.047089202710983,0.22340922202698463,-13.639048446903137,2.346017323461489e-42,1.1287103346230305e-39
ENSG00000011600.7,49.10421595240957,-3.528631692201608,0.25898579223717244,-13.624807993212922,2.8515926559557726e-42,1.3559986240152478e-39
ENSG00000105383.10,404.4080811507225,-3.0086676571115203,0.2213990127193751,-13.589345409254506,4.632045358010745e-42,2.177327527768384e-39
ENSG00000166428.8,344.5816733423655,-2.9310498654492827,0.2163830712707903,-13.54565238507615,8.406371541425905e-42,3.906574593029686e-39
ENSG00000145192.8,139.20248956103106,-3.0302380597572784,0.22495215960368417,-13.470588880301866,2.330002514667122e-41,1.0706230655877748e-38
ENSG00000123405.9,437.9942382436329,-2.4595716762929607,0.18294922798773622,-13.444012327058495,3.338333272451377e-41,1.5169015464099897e-38
ENSG00000133742.9,55.386162025949226,-3.1369451060603666,0.23363997366389921,-13.42640583658425,4.234710146688889e-41,1.9030601258114517e-38
ENSG00000185960.8,17.063562521344476,-2.809783940607861,0.209755931152386,-13.395492204540217,6.424868626784522e-41,2.855923940134272e-38
ENSG00000142515.10,67.76197207053575,3.64309570406548,0.2721592686688397,13.385896140463094,7.311021365239732e-41,3.2148840723814933e-38
ENSG00000115085.9,373.0088755589356,-2.630253667804384,0.19749534268107774,-13.318054147999876,1.8178383563081258e-40,7.908563785236256e-38
ENSG00000169224.8,67.85248270950161,-3.3268038584115143,0.2499385449574245,-13.310487419930425,2.0116506908712845e-40,8.659626842440124e-38
ENSG00000266976.1,1024.4587725195718,-2.9553196262372436,0.22260424659125197,-13.27611522013697,3.1849380666289803e-40,1.3567504399457514e-37
ENSG00000110848.4,338.88941551222393,-3.112311909437581,0.2344435801889062,-13.275313006778823,3.2192311533718007e-40,1.3572212166715441e-37
ENSG00000101180.11,133.0291397737844,2.8197579730394677,0.2134110830931551,13.212800067223444,7.401888729023709e-40,3.088777954830863e-37
ENSG00000122188.8,229.44917414491238,-2.849380823270584,0.21601499195901713,-13.190662358338422,9.930883532665174e-40,4.10225739462972e-37
ENSG00000267909.1,22.69684280110081,2.0471026802041488,0.15529956900990521,13.181637870956239,1.1193401265205172e-39,4.577541447405655e-37
ENSG00000015592.12,30.674659877973664,2.6744103517326385,0.20297935220366825,13.175775381572562,1.2097808543241964e-39,4.898414657186932e-37
ENSG00000178233.13,186.3014877818963,2.0904553849818353,0.15869797887915776,13.17253943463032,1.2627766433227837e-39,5.062867728302474e-37
ENSG00000213934.5,40.2947010474319,-4.192644258804567,0.3187526156495432,-13.153285817783608,1.6293692199078474e-39,6.469228567779749e-37
ENSG00000100365.10,908.7929725494664,-2.949263940164135,0.22468542582791215,-13.126191560030215,2.3308737845469647e-39,9.16548879029309e-37
ENSG00000067842.13,235.09081066573202,2.389630949873944,0.18233380849992348,13.105802865270302,3.0501726577998775e-39,1.1767623664219433e-36
ENSG00000262370.1,36.97953290223593,-2.8088608893554388,0.21432046495824322,-13.105892103690136,3.046586918865911e-39,1.1767623664219433e-36
ENSG00000080166.11,1183.0628340318692,2.64902866189975,0.2025317656701163,13.07957126199397,4.3086351377078656e-39,1.6467442425847025e-36
ENSG00000119535.13,314.2533609867497,-2.8879061981794685,0.22095244648741008,-13.070261244398678,4.86979984210435e-39,1.843985782804235e-36
ENSG00000100095.14,645.0953150451948,3.283720768874438,0.2513789773948233,13.06282968808855,5.3694198970562604e-39,2.014517676056108e-36
ENSG00000161281.6,67.47330235681943,-2.4422171953002314,0.1870001501486443,-13.059974515308895,5.574644460182308e-39,2.072500774537777e-36
ENSG00000254521.2,45.20290121818888,-3.621011395794608,0.2772963895678614,-13.058270976544595,5.700786937641134e-39,2.100303439773281e-36
ENSG00000107796.8,3272.8280859958104,-2.427067183454029,0.18606693235397626,-13.044054377361064,6.870413135502174e-39,2.5086209390746555e-36
ENSG00000149591.12,15393.700835600153,-2.390936657171054,0.18359116711415482,-13.023157348765029,9.035604701675618e-39,3.2700093298674725e-36
ENSG00000261675.1,7.411494882272249,2.5487614892837787,0.19585907252578622,13.013241901001122,1.0288297200154502e-38,3.6907010000027924e-36
ENSG00000166862.6,10.817720960569439,2.0440431653859625,0.15726118373072348,12.997760266678105,1.259790060879834e-38,4.479923003450506e-36
ENSG00000131095.7,189.58657190973895,-2.120730859000572,0.16340035217197427,-12.97874105417204,1.6151355104174018e-38,5.6940488533206594e-36
ENSG00000042781.8,60.329693961166186,1.6201414135850565,0.12492131289520209,12.96929543915546,1.8270197343049612e-38,6.385980515760802e-36
ENSG00000124194.11,159.9071333458521,2.4355764240830595,0.18828110950324417,12.935851241311562,2.8247691771269117e-38,9.789740296491953e-36
ENSG00000172322.9,60.788241086124266,-3.5603310580735577,0.2755084863353778,-12.922763670297797,3.3489282216666624e-38,1.1508774758408249e-35
ENSG00000204889.6,47.71821731166775,2.665151119857692,0.20712371289698897,12.867436000353953,6.864317875449473e-38,2.3393023293042186e-35
ENSG00000184144.5,65.69722892630764,2.2528854427082,0.17539441720952856,12.844681595634098,9.213020692704923e-38,3.1137725721336186e-35
ENSG00000086570.8,3430.8692266142457,-2.478178618712513,0.19340437337496447,-12.81345698376697,1.3785339411187703e-37,4.6209135673813206e-35
ENSG00000261425.1,97.6831689782107,-3.0479062529340237,0.23805918845341628,-12.803144767211712,1.574437610994313e-37,5.23468504891158e-35
ENSG00000124935.3,32.007536319516,3.404701531264585,0.2660233771815826,12.79850503115972,1.6713785186883639e-37,5.512179396916181e-35
ENSG00000108821.9,118476.66080292017,-2.728553660574441,0.21391097794539923,-12.755556946081114,2.902925847929339e-37,9.497212204085627e-35
ENSG00000164692.13,79576.16897871491,-3.170658816616347,0.24971053552296665,-12.697336978498177,6.117615392395388e-37,1.9855546148572175e-34
ENSG00000248540.2,22.00070826116385,2.6561158676715593,0.20925280316395892,12.693334700947226,6.438490358506248e-37,2.073244592213488e-34
ENSG00000213726.4,7.210745060812867,-3.0038319834396763,0.23666775994189468,-12.692189186128097,6.5333707559303645e-37,2.0873609145607208e-34
ENSG00000263264.1,186.47090956490712,-2.834500913920104,0.22393103232690192,-12.657919201579018,1.0114479354167037e-36,3.2064467689043486e-34
ENSG00000121905.5,64.25426294344253,1.9360575183175632,0.15362610947553226,12.60239893418583,2.0481871937444167e-36,6.443124252936764e-34
ENSG00000104921.10,119.70982685700461,-2.9640214568562655,0.23541370710257345,-12.590691907182766,2.375816638114746e-36,7.360531925432011e-34
ENSG00000133246.7,88.84548793386729,-2.0180034355857575,0.16027265350593706,-12.591065234413202,2.3646060200899736e-36,7.360531925432011e-34
ENSG00000169397.3,12.719281151078643,-4.258755991066868,0.33882390776847116,-12.569231076742696,3.117410508894857e-36,9.58545133543272e-34
ENSG00000006075.11,58.90296502243627,-3.369912129709218,0.2685681733992905,-12.54769724593927,4.092385845407102e-36,1.2489411876710705e-33
ENSG00000170091.6,265.8911260174858,2.6659323152634014,0.21325647570853673,12.501061486672047,7.366109246505135e-36,2.2313854639690927e-33
ENSG00000176840.7,30.70753837037349,2.673007016259052,0.21513791799109,12.424620639722633,1.921356893198007e-35,5.777491922597977e-33
ENSG00000105374.5,133.8404171280666,-2.3914171864359086,0.19281654028575163,-12.402552098963394,2.531309615447626e-35,7.55605158567377e-33
ENSG00000197641.7,256.16432741862997,-3.4236473427883523,0.2763412754990289,-12.389200044784419,2.990111760300458e-35,8.860914524455597e-33
ENSG00000227706.3,326.691160717608,-2.8471148169667173,0.23130791177515897,-12.308765381679779,8.125666567196221e-35,2.3906412537085574e-32
ENSG00000213203.2,44.84101849670626,-2.7075056108608226,0.22069992678302602,-12.267813815464557,1.3484519113626193e-34,3.9389243510838797e-32
ENSG00000124664.6,1208.6790166321614,2.54336496724643,0.208185824300037,12.216801868223927,2.528368392731659e-34,7.333164923458241e-32
ENSG00000224490.1,24.293990089611277,-2.0043666267131375,0.1642318893493698,-12.204491068413983,2.941419022351321e-34,8.471079642187131e-32
ENSG00000144290.12,109.21696028418786,2.5284714415477274,0.2076933228523277,12.174062251127348,4.272765318826475e-34,1.2219212427511098e-31
ENSG00000092051.12,209.7455879241208,2.146464686938742,0.17645228035373786,12.16456190101752,4.800136887080403e-34,1.3632055416468964e-31
ENSG00000172794.15,1182.8628817831784,-2.2985837909244404,0.189089001214292,-12.156094622973267,5.324381238447983e-34,1.5016591085953812e-31
ENSG00000078549.10,85.28542529449467,2.4595536039453685,0.20270101615516517,12.133898737155862,6.9843299413172355e-34,1.9563299517134818e-31
ENSG00000110665.7,340.470763232132,-2.739689762996549,0.22603770407914117,-12.120498985590999,8.225679492445547e-34,2.2883616519970113e-31
ENSG00000157152.12,261.6534107674476,2.371126702507801,0.1958612049142936,12.106158049754551,9.797680340457924e-34,2.707271199479911e-31
ENSG00000151655.13,90.2215206506614,-2.3012231662073597,0.19034109031481575,-12.089996765287191,1.1929142119318996e-33,3.2741091742922842e-31
ENSG00000204542.2,177.51392078008462,-2.6620838383966405,0.22080345766553772,-12.056350324137744,1.7956524583050476e-33,4.895547152158994e-31
ENSG00000170180.15,14.296048030381893,-3.4730408262441204,0.2883647401776827,-12.043916409836115,2.0880212987640675e-33,5.654942451189175e-31
ENSG00000149926.9,519.3530040651775,1.9419405924496518,0.1614453283112745,12.028471884336566,2.5177766211288112e-33,6.773978613227812e-31
ENSG00000198883.7,158.65961837766864,-2.5232557907018967,0.21066168789120476,-11.977763094754184,4.6469342952316556e-33,1.2420678300882258e-30
ENSG00000163519.9,22.942839661191883,-3.7676822334281095,0.3145981413257611,-11.976174485807716,4.7368164795966634e-33,1.2578708437214645e-30
ENSG00000144834.8,679.7947578167481,2.7721600980036416,0.23192706596747262,11.95272352728522,6.283182739649356e-33,1.6577468266965187e-30
ENSG00000003987.9,532.613022877536,1.4303053423238337,0.11981982008822586,11.937134785135461,7.5789180062604e-33,1.986793922218071e-30
ENSG00000180712.3,65.87386359033935,-1.8530480451051232,0.1554244492820899,-11.922500312302256,9.035552637089727e-33,2.3535600324444865e-30
ENSG00000204065.2,35.669698901933224,2.36236634098225,0.19883685084242822,11.880928162830084,1.4870690980021142e-32,3.848967769797245e-30
ENSG00000147488.7,467.46566692804413,2.9108025187400184,0.24552951363099337,11.855204189890863,2.022306526706946e-32,5.201397824508211e-30
ENSG00000183347.13,185.32235066817302,-2.7905153390492936,0.23576912823026835,-11.83579614513349,2.5491311410022454e-32,6.515419875705427e-30
ENSG00000197584.7,131.19322093268792,2.3841712034328566,0.20145765116464318,11.834602407254168,2.5856583847534505e-32,6.567732897173438e-30
ENSG00000270164.1,174.85528353512265,-2.667385291146963,0.22547634309947562,-11.830000675370925,2.731395892829766e-32,6.895088582547733e-30
ENSG00000157766.11,657.9375332627977,-2.8627396010408224,0.2421914474113904,-11.820151502617373,3.071301488660902e-32,7.705575115263042e-30
ENSG00000127241.12,191.1725829207458,-2.570236766330201,0.21779382593376828,-11.80123796122585,3.846111686407315e-32,9.59065472046507e-30
ENSG00000154451.10,505.4896370104666,-2.3444968673648905,0.1987573103050867,-11.79577678811489,4.103961900021075e-32,1.0171607387961326e-29
ENSG00000113722.12,113.3998732744039,-2.7303815553021407,0.2315566662085008,-11.791418489518332,4.321995685246636e-32,1.0647470695672359e-29
ENSG00000151365.2,19.77666564716467,2.377702860918532,0.20193581624396645,11.774547502984499,5.279966204869647e-32,1.292959388911043e-29
ENSG00000163631.12,422.6476974755968,-2.4397521936284847,0.20771699844299274,-11.745558677991713,7.442898978786328e-32,1.811769962723017e-29
ENSG00000168995.9,9.873557151813525,-4.153419558122292,0.3539253097590268,-11.73529963412389,8.402821800934826e-32,2.0333337133090516e-29
ENSG00000099985.3,59.108959622442526,-2.212934965634952,0.18859658307845645,-11.733695963698175,8.563599392809201e-32,2.0600493951113664e-29
ENSG00000180549.7,56.13214858230727,-2.2356233838465625,0.19058772104965804,-11.730154343280415,8.929570173853761e-32,2.1355249839751436e-29
ENSG00000198520.6,233.66850620036143,-1.8398569753702678,0.15700918870649586,-11.718148412381092,1.0289636886529196e-31,2.4464808167128574e-29
ENSG00000215397.3,28.893719001702234,1.647660361159643,0.14080970589109104,11.701326628961374,1.2547635800344563e-31,2.966101537890699e-29
ENSG00000167941.2,49.707747084667105,-2.3629415113874197,0.20211976035548163,-11.690799094712734,1.4204379849137958e-31,3.338437436382165e-29
ENSG00000157554.14,409.41387688274705,-2.5200791925290003,0.21574389744056768,-11.680882854279679,1.5962888172858853e-31,3.7302989247375017e-29
ENSG00000104415.9,207.83457137414248,-2.852107703487143,0.24436142180570275,-11.67167747843159,1.7788075306574478e-31,4.1332007935361547e-29
ENSG00000134853.7,1910.086084715066,-2.577218438633221,0.22112531964992285,-11.655012834863845,2.163478264674596e-31,4.9986126346817856e-29
ENSG00000163563.7,54.967768631495865,-3.1449297309235793,0.26998900406760795,-11.648362279732169,2.33910900674659e-31,5.374037237691111e-29
ENSG00000268027.1,115.68326164142142,-3.367557264554364,0.2894435850524067,-11.634589393109659,2.7490985472165033e-31,6.280691904380944e-29
ENSG00000178776.4,89.29175141850527,-3.0757747874792374,0.2645265932259425,-11.627469094769229,2.9882648562604506e-31,6.789171738709507e-29
ENSG00000233056.1,89.57847604964384,-1.7843975957329428,0.15359723702228467,-11.617380822247819,3.3628831760190972e-31,7.598072236646463e-29
ENSG00000164076.12,485.8075613730372,2.3203471054190747,0.20021620513999505,11.589207296165876,4.674385302576561e-31,1.0503241041146617e-28
ENSG00000180871.3,43.86908744228983,-2.4459517485771927,0.2116031092970907,-11.559148429823292,6.6363624976736015e-31,1.4830275647123602e-28
ENSG00000105467.4,54.05515090277794,1.62076341125356,0.1403415533538781,11.548706512936517,7.493978585014824e-31,1.6655774686640284e-28
ENSG00000109132.5,10.812449781882178,2.2204998597620835,0.193396598976133,11.481586912684614,1.632562464775942e-30,3.608845513352008e-28
ENSG00000230417.6,31.400178349018834,-2.6495468482288893,0.23101274538204958,-11.469266961210563,1.8824712779344528e-30,4.138906608125239e-28
ENSG00000152954.7,164.03762014013807,3.2170087685523683,0.2805058982601506,11.468595806740598,1.8971267587424497e-30,4.148823465174999e-28
ENSG00000074660.11,380.1901783102078,-1.7022559634665921,0.14862869938616444,-11.453077168116913,2.2694358436003127e-30,4.93662653319334e-28
ENSG00000125999.6,180.96630323372125,2.490583935287269,0.21783163229030236,11.433527394993252,2.8431952039736374e-30,6.151982426799043e-28
ENSG00000182782.7,290.4459794891882,-2.212115313899029,0.1937590705843046,-11.416834872442974,3.445548270653521e-30,7.416089290967144e-28
ENSG00000237513.1,45.89905567565268,-2.67176444011245,0.2341164143914616,-11.412119252967216,3.6375718572538215e-30,7.788403199078274e-28
ENSG00000129152.3,14.243457665472972,1.9881482850201937,0.1749178694765587,11.366181688410236,6.162482845822101e-30,1.3057758340927192e-27
ENSG00000124491.11,174.94771504657032,-2.8545652980359706,0.2511420765452284,-11.366336287825865,6.151581110835705e-30,1.3057758340927192e-27
ENSG00000130226.12,67.22753704388393,1.8198011985462252,0.1603288914448867,11.350425878618292,7.380234966958531e-30,1.5557459225452016e-27
ENSG00000136315.3,6.767233540446348,-4.0676193353107575,0.3585908946607346,-11.343342499421688,8.002825580303448e-30,1.6783361646487668e-27
ENSG00000140285.5,287.1440606063905,-2.4905067610955314,0.21975230694347977,-11.33324512372964,8.981428089369728e-30,1.8739566414019135e-27
ENSG00000245870.2,7.976647799644443,2.7751927695542142,0.24548746323258733,11.304824828976523,1.2420176711070662e-29,2.5782899827372323e-27
ENSG00000127533.3,164.91034589878817,-2.2490368506823333,0.1991914859496819,-11.290828219688398,1.4565762664844014e-29,3.008418505953515e-27
ENSG00000104435.9,454.46586281317286,2.9144358919832234,0.25817721613149014,11.288509248232408,1.49551612501923e-29,3.0733232126965536e-27
ENSG00000112195.8,288.75203446849247,-2.6445642682770703,0.23428026592499615,-11.288036821350188,1.5035748163322548e-29,3.0744346056953777e-27
ENSG00000089101.13,83.84579367396836,1.8137397317465767,0.16071277620832905,11.285597663968288,1.545872764821748e-29,3.145197349123651e-27
ENSG00000163554.7,158.54187396065498,-2.5507803728113077,0.22614962442556052,-11.279171386158648,1.6630501445477085e-29,3.366853250558343e-27
